context,label
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<p;マグカップグッズコーヒー器具Home店舗検索奈良県橿原市橿原中和幹線葛本店橿原中和幹線葛本店臨時営業時間のお知らせ2023年12月31日～2024年1月1日営業時間：07:30～22:00橿原中和幹線葛本
<営業時間は?",
"<D.200&nbsp;m634-0007奈良県橿原市葛本町789-１電話番号0744-20-0521営業時間07:30～23:00定休日不定休アクセス電車新ノ口駅／出入口2（近畿日本鉄道）徒歩20分耳成駅／出
<営業時間は?",07:30～23:00
"<合がございます。お車でも便利なドライブスルー店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<タンブラー&amp;マグカップグッズコーヒー器具Home店舗検索静岡県掛川市掛川大池店掛川大池店臨時営業時間のお知らせ2023年12月31日～2024年1月1日営業時間：08:00～22:00掛川大池店地図©
<営業時間は?",
"<D.100&nbsp;m436-0043静岡県掛川市大池3028-1電話番号0537-64-6771営業時間08:00～22:30定休日不定休アクセス電車西掛川駅（天竜浜名湖鉄道）徒歩4分掛川市役所前駅（天竜
<営業時間は?",08:00～22:30
"<&amp;Payお車でも便利なドライブスルー店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<ー&amp;マグカップグッズコーヒー器具Home店舗検索香川県丸亀市丸亀マルタス店丸亀マルタス店臨時営業時間のお知らせ2023年12月31日営業時間：09:00～18:002024年1月1日営業時間：07:0
<営業時間は?",
"<34香川県丸亀市大手町2-4-11丸亀市市民交流活動センターマルタス電話番号0877-35-7877営業時間09:00～21:30定休日不定休アクセス電車丸亀駅／南口（ＪＲ四国）徒歩11分讃岐塩屋駅（ＪＲ四国
<営業時間は?",09:00～21:30
"<が併設され、本を読みながらコーヒーが楽しめる店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<Home店舗検索東京都新宿区新宿サブナード店新宿サブナード店臨時休業のお知らせ2024年1月1日臨時営業時間のお知らせ2023年12月31日営業時間：07:00～19:00新宿サブナード店地図©ZENRINC
<営業時間は?",
"<160-0021東京都新宿区歌舞伎町1丁目サブナード1新宿サブナード電話番号03-5312-0531営業時間07:00～22:00定休日不定休アクセス電車新宿西口駅／D3口（東京都交通局）徒歩6分西武新宿駅／
<営業時間は?",07:00～22:00
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<15愛知県一宮市千秋町塩尻14-2尾張一宮パーキングエリア（下り線）電話番号0586-75-3657営業時間07:00～21:00定休日不定休アクセス車名古屋16号一宮線一宮東出入口上り入口車で9分（約4.2
<営業時間は?",07:00～21:00
"<の途中にご利用いただけるサービスエリアにある店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<ブラー&amp;マグカップグッズコーヒー器具Home店舗検索茨城県水戸市水戸県庁前店水戸県庁前店臨時営業時間のお知らせ2023年12月31日営業時間：07:00～22:00水戸県庁前店地図©ZENRINCO.
<営業時間は?",
"<.200&nbsp;m310-0852茨城県水戸市笠原町978-40電話番号029-305-3825営業時間07:00～23:00定休日不定休アクセスバス県庁バスターミナル（関東鉄道、茨城交通）徒歩4分車北関
<営業時間は?",07:00～23:00
"<合がございます。お車でも便利なドライブスルー店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<,LTD.200&nbsp;m930-0944富山県富山市開1330電話番号076-424-0091営業時間08:00～22:00定休日不定休アクセス電車東新庄駅（富山地方鉄道）徒歩30分不二越駅（富山地方鉄
<営業時間は?",08:00～22:00
"<合がございます。お車でも便利なドライブスルー店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<&amp;マグカップグッズコーヒー器具Home店舗検索兵庫県神戸市中央区三宮磯上通店三宮磯上通店臨時営業時間のお知らせ2023年12月31日～2024年1月1日営業時間：08:00～21:00三宮磯上通店地図
<営業時間は?",
"<0086兵庫県神戸市中央区磯上通7-1-19PROGRESSKOBE電話番号078-230-0033営業時間月～木：07:00～22:00金土：07:00～22:30日祝：07:00～22:00定休日不定休ア
<営業時間は?",月～木：07:00～22:00金土：07:00～22:30日祝：07:00～22:00
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<;マグカップグッズコーヒー器具Home店舗検索愛知県名古屋市東区ASTY大曽根店ASTY大曽根店臨時営業時間のお知らせ2023年12月31日営業時間：08:00～19:002024年1月1日営業時間：08:0
<営業時間は?",
"<m461-0022愛知県名古屋市東区東大曽根町46-6ASTY大曽根電話番号052-910-3620営業時間07:00～21:00定休日不定休アクセス電車大曽根駅（名古屋鉄道、ＪＲ東海、名古屋市交通局、名古屋
<営業時間は?",07:00～21:00
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<p;マグカップグッズコーヒー器具Home店舗検索神奈川県川崎市高津区Qiz溝の口店Qiz溝の口店臨時営業時間のお知らせ2024年1月1日営業時間：07:00～21:00Qiz溝の口店地図©ZENRINCO.,
<営業時間は?",
"<;m213-0001神奈川県川崎市高津区溝口1-13-1Qiz溝の口電話番号044-829-6030営業時間07:00～22:30定休日不定休アクセス電車溝の口〔東急線〕駅／東口（東急電鉄）徒歩5分武蔵溝ノ口
<営業時間は?",07:00～22:30
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<.200&nbsp;m573-1001大阪府枚方市中宮東之町16-1電話番号072-805-5170営業時間月～金：09:00～17:00土：10:00～17:00定休日日・祝アクセス電車宮之阪駅（京阪電気鉄
<営業時間は?",月～金：09:00～17:00土：10:00～17:00
"<さい。備考都合により、学内関係者のみの営業となります。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<e店舗検索東京都港区六本木ヒルズウエストウォークラウンジ店六本木ヒルズウエストウォークラウンジ店臨時営業時間のお知らせ2023年12月24日営業時間：09:00～21:002024年1月2日～2024年1月3
<営業時間は?",
"<nbsp;m106-6108東京都港区六本木6-10-1森タワー1F電話番号03-5771-1117営業時間月～金：07:00～21:00土：09:00～21:00日祝：09:00～20:00定休日不定休アク
<営業時間は?",月～金：07:00～21:00土：09:00～21:00日祝：09:00～20:00
"<ださい。サービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<検索神奈川県横浜市都筑区港北東急S.C.店港北東急S.C.店臨時休業のお知らせ2024年1月1日臨時営業時間のお知らせ2023年12月31日営業時間：07:00～18:002024年1月2日～2024年1月3
<営業時間は?",
